driver_index,lap,lap_time,c_flag,time_start,time_end,position_start,position_end
4,43,53.64210000000003,0,2280.6032999999998,2334.2454,6.0,6.0
4,44,53.39409999999998,0,2334.2454,2387.6394999999998,6.0,6.0
4,45,53.171400000000176,0,2387.6394999999998,2440.8109,6.0,6.0
4,46,53.38850000000002,0,2440.8109,2494.1994,6.0,6.0
4,47,52.9683,1,2494.1994,2547.1677,6.0,6.0
4,48,54.472299999999905,3,2547.1677,2601.64,6.0,6.0
4,49,55.21169999999984,3,2601.64,2656.8516999999997,6.0,6.0
4,50,54.22350000000006,3,2656.8516999999997,2711.0751999999998,6.0,6.0
4,51,54.979499999999916,0,2711.0751999999998,2766.0546999999997,6.0,7.0
5,1,58.03790000000001,3,0.0,58.03790000000001,5.0,5.0
5,2,53.32369999999999,3,58.03790000000001,111.3616,5.0,5.0
5,3,54.042799999999986,3,111.3616,165.40439999999998,5.0,4.0
5,4,56.44720000000001,3,165.40439999999998,221.8516,4.0,8.0
5,5,53.311200000000014,3,221.8516,275.1628,8.0,8.0
5,6,53.553,3,275.1628,328.7158,8.0,8.0
5,7,53.311199999999985,2,328.7158,382.027,8.0,8.0
5,8,53.34699999999998,3,382.027,435.37399999999997,8.0,8.0
5,9,53.423400000000015,3,435.37399999999997,488.7974,8.0,7.0
5,10,53.72139999999996,3,488.7974,542.5187999999999,7.0,6.0
5,11,53.16840000000002,3,542.5187999999999,595.6872,6.0,6.0
5,12,53.324100000000044,3,595.6872,649.0113,6.0,6.0
5,13,54.021499999999946,2,649.0113,703.0328,6.0,5.0
5,14,53.59109999999998,2,703.0328,756.6238999999999,5.0,5.0
5,15,54.01800000000003,1,756.6238999999999,810.6419,5.0,2.0
5,16,63.39949999999999,2,810.6419,874.0414,2.0,9.0
5,17,57.47980000000007,3,874.0414,931.5212,9.0,11.0
5,18,53.912399999999934,0,931.5212,985.4336,11.0,9.0
5,19,52.763700000000085,0,985.4336,1038.1973,9.0,9.0
5,20,53.01040000000012,2,1038.1973,1091.2077000000002,9.0,8.0
5,21,53.491599999999835,2,1091.2077000000002,1144.6993,8.0,5.0
5,22,53.00960000000009,2,1144.6993,1197.7089,5.0,5.0
5,23,52.64339999999993,2,1197.7089,1250.3523,5.0,5.0
5,24,53.03340000000003,0,1250.3523,1303.3857,5.0,4.0
5,25,52.98649999999998,0,1303.3857,1356.3722,4.0,4.0
5,26,53.38890000000015,0,1356.3722,1409.7611000000002,4.0,4.0
5,27,53.31420000000003,0,1409.7611000000002,1463.0753000000002,4.0,4.0
5,28,53.1094999999998,2,1463.0753000000002,1516.1848,4.0,4.0
5,29,53.53590000000008,2,1516.1848,1569.7207,4.0,4.0
